SYMBOL,PIVOT,BOTTOMCPR,TOPCPR,MOMENTUMOFSTOCK
SETFNIFBK,440.78,440.19,441.38,Low
SETFNN50,423.78,423.04,424.53,Low
SEYAIND,24.75,24.75,24.75,High
SFL,1048.37,1050.35,1046.38,Low
SGBAPR28I,5881.42,5871.62,5891.21,Low
SGBAUG24,6001.89,5997.0,6006.79,Low
SGBAUG27,5903.33,5892.49,5914.16,Low
SGBAUG28V,5878.69,5875.0,5882.37,Low
SGBAUG29V,5883.89,5867.49,5900.29,Low
SGBAUG30,6001.83,5995.0,6008.67,Low
SGBD29VIII,5829.79,5839.51,5820.07,Low
SGBDC27VII,5868.56,5875.98,5861.13,Low
SGBDE30III,6004.87,6008.0,6001.73,Low
SGBDEC2512,5959.95,5959.95,5959.95,High
SGBDEC25XI,6050.0,6050.0,6050.0,High
SGBDEC26,5969.0,5969.0,5969.0,High
SGBFEB24,6079.05,6073.5,6084.59,Low
SGBFEB27,5910.0,5910.0,5910.0,High
SGBFEB28IX,5850.0,5850.01,5850.0,High
SGBFEB29XI,5841.07,5839.49,5842.64,Low
SGBJ28VIII,5850.0,5850.0,5850.0,High
SGBJAN27,5854.17,5865.0,5843.33,Low
SGBJAN29IX,5820.83,5830.05,5811.62,Low
SGBJAN29X,5812.65,5822.5,5802.8,Low
SGBJAN30IX,5864.0,5870.5,5857.5,Low
SGBJU29III,5819.99,5829.0,5810.97,Low
SGBJUL25,6000.33,6002.49,5998.16,Low
SGBJUL27,5823.0,5821.01,5825.0,Low
SGBJUL28IV,5846.11,5852.0,5840.22,Low
SGBJUL29IV,5821.71,5835.0,5808.43,Low
SGBJUN27,5851.1,5863.0,5839.2,Low
SGBJUN28,5841.18,5845.5,5836.87,Low
SGBJUN29II,5844.61,5863.56,5825.66,Low
SGBJUN30,5870.0,5877.5,5862.5,Low
SGBMAR25,5936.27,5936.03,5936.5,Low
SGBMAR28X,5802.0,5803.0,5801.0,Low
SGBMAR30X,5865.78,5861.08,5870.49,Low
SGBMAR31IV,6059.2,6050.0,6068.39,Low
SGBMAY25,5930.6,5935.5,5925.71,Low
SGBMAY26,5948.0,5961.0,5935.0,Low
SGBMAY28,5794.55,5802.5,5786.59,Low
SGBMAY29I,5836.15,5844.56,5827.74,Low
SGBMR29XII,5825.31,5830.5,5820.12,Low
SGBN28VIII,5872.08,5870.0,5874.17,Low
SGBNOV23,6093.35,6090.02,6096.67,Low
SGBNOV24,5988.33,5992.0,5984.67,Low
SGBNOV258,5948.0,5948.0,5948.0,High
SGBNV29VII,5809.45,5824.0,5794.89,Low
SGBOC28VII,5821.9,5834.0,5809.81,Low
SGBOCT25IV,6000.0,6000.0,6000.0,High
SGBOCT25V,6000.0,6000.0,6000.0,High
SGBOCT26,5950.0,5950.0,5950.0,High
SGBOCT27,5836.8,5810.39,5863.22,Low
SGBOCT27VI,5844.03,5846.02,5842.04,Low
SGBSEP24,5957.64,5962.5,5952.77,Low
SGBSEP27,5838.0,5832.0,5844.0,Low
SGBSEP28VI,5886.0,5889.0,5883.0,Low
SGBSEP29VI,5792.29,5805.1,5779.48,Low
SGIL,142.77,143.0,142.53,Low
SGL,15.15,15.28,15.03,Low
SHAHALLOYS,49.65,49.7,49.6,High
SHAILY,1285.6,1297.12,1274.08,Low
SHAKTIPUMP,548.92,551.5,546.33,Low
SHALBY,139.15,139.68,138.62,Low
SHALPAINTS,150.87,150.85,150.88,High
SHANKARA,690.02,686.55,693.48,Low
SHANTI,21.08,20.7,21.47,Low
SHANTIGEAR,417.27,416.5,418.03,Low
SHARDACROP,499.7,499.52,499.88,Low
SHARDAMOTR,832.55,850.25,814.85,Low
SHAREINDIA,1226.2,1224.8,1227.6,Low
SHAREINDIA,738.5,734.25,742.75,Low
SHARIABEES,394.16,393.96,394.37,Low
SHEMAROO,136.62,136.88,136.36,Low
SHERA,111.4,111.75,111.05,Low
SHIGAN,85.3,85.47,85.12,Low
SHILPAMED,251.57,252.55,250.58,Low
SHIVALIK,684.67,687.3,682.03,Low
SHIVAMAUTO,25.5,25.58,25.42,High
SHIVAMILLS,78.47,78.45,78.48,High
SHIVATEX,118.18,117.92,118.44,Low
SHK,105.68,105.68,105.69,High
SHOPERSTOP,722.62,721.4,723.83,Low
SHRADHA,45.82,45.95,45.68,Low
SHREDIGCEM,80.42,79.75,81.08,Low
SHREECEM,24211.42,24112.8,24310.03,Low
SHREEPUSHK,181.98,181.4,182.57,Low
SHREERAMA,11.38,11.4,11.37,High
SHRENIK,1.08,1.08,1.09,High
SHREYANIND,210.87,210.05,211.68,Low
SHREYAS,263.62,265.43,261.81,Low
SHRIPISTON,1593.3,1587.0,1599.6,Low
SHRIRAMFIN,1343.07,1344.95,1341.18,Low
SHRIRAMFIN,1001.57,1001.55,1001.58,High
SHRIRAMFIN,1048.33,1048.0,1048.67,Low
SHRIRAMFIN,1109.37,1109.5,1109.24,Low
SHRIRAMFIN,1525.32,1525.0,1525.63,Low
SHRIRAMFIN,1035.0,1035.0,1035.0,High
SHRIRAMFIN,1084.83,1084.25,1085.42,Low
SHRIRAMFIN,1006.67,1005.5,1007.83,Low
SHRIRAMFIN,1021.67,1022.5,1020.83,Low
SHRIRAMFIN,1000.0,1000.0,1000.0,High
SHRIRAMFIN,1034.33,1036.51,1032.15,Low
SHRIRAMPPS,63.2,63.12,63.27,High
SHUBHLAXMI,106.43,106.05,106.82,Low
SHYAMCENT,18.32,18.4,18.23,High
SHYAMMETL,297.37,297.23,297.51,Low
SHYAMTEL,8.4,8.4,8.4,High
SIEMENS,3739.92,3748.53,3731.31,Low
SIGACHI,235.35,234.9,235.8,Low
SIGIND,38.28,38.33,38.24,High
SIGMA,257.27,254.2,260.33,Low
SIKKO,73.92,74.08,73.76,Low
SIL,30.4,30.57,30.23,Low
SILGO,18.37,18.23,18.51,Low
SILINV,312.97,313.6,312.33,Low
SILLYMONKS,17.4,17.33,17.48,High
SILVER,74.26,74.38,74.13,Low
SILVERBEES,71.14,71.11,71.18,High
SILVERETF,72.19,72.49,71.9,Low
SILVERTUC,346.55,349.05,344.05,Low
SIMBHALS,23.08,22.8,23.37,Low
SIMPLEXINF,34.43,34.42,34.44,High
SINTERCOM,101.53,101.78,101.29,Low
SIRCA,312.88,313.77,311.99,Low
SIS,386.93,386.05,387.82,Low
SITINET,0.87,0.88,0.86,High
SIYSIL,569.62,570.6,568.63,Low
SJS,479.45,479.33,479.58,Low
SJVN,35.73,35.77,35.69,High
SKFINDIA,4369.12,4372.5,4365.73,Low
SKIPPER,120.73,121.15,120.32,Low
SKMEGGPROD,162.03,161.95,162.12,High
SKP,181.0,180.0,182.0,Low
SKYGOLD,361.97,365.52,358.41,Low
SMARTLINK,155.0,155.75,154.25,Low
SMCGLOBAL,74.1,74.28,73.93,Low
SMLISUZU,995.83,995.38,996.29,Low
SMLT,183.22,183.18,183.26,High
SMSLIFE,563.42,563.55,563.28,Low
SMSPHARMA,86.93,87.33,86.54,Low
SNOWMAN,36.0,35.95,36.05,High
SOBHA,517.02,516.5,517.53,Low
SOFTTECH,150.32,151.0,149.63,Low
SOLARA,364.28,365.18,363.39,Low
SOLARINDS,3784.82,3777.0,3792.63,Low
SOLEX,428.43,425.82,431.04,Low
SOMANYCERA,605.03,603.7,606.37,Low
SOMATEX,27.37,27.27,27.46,High
SOMICONVEY,48.28,48.45,48.12,Low
SONACOMS,532.85,531.38,534.33,Low
SONAMCLOCK,57.57,57.35,57.78,Low
SONATSOFTW,922.92,922.67,923.16,Low
SOTAC,131.5,131.9,131.1,Low
SOTL,301.63,301.65,301.62,High
SOUTHBANK,16.75,16.8,16.7,High
SOUTHWEST,133.95,133.93,133.98,High
SPAL,382.55,379.65,385.45,Low
SPANDANA,652.27,650.45,654.08,Low
SPARC,194.48,194.53,194.44,High
SPCENET,15.48,15.57,15.39,High
SPECIALITY,240.68,240.65,240.72,High
SPECTRUM,486.67,492.48,480.86,Low
SPENCERS,62.07,62.08,62.06,High
SPIC,69.93,70.0,69.87,High
SPLIL,63.45,63.38,63.52,High
SPLPETRO,366.55,367.65,365.45,Low
SPMLINFRA,35.35,35.27,35.43,High
SPORTKING,694.43,695.15,693.72,Low
SREEL,187.53,187.88,187.19,Low
SREIBNPNCD,120.0,120.0,120.0,High
SRF,2425.55,2420.18,2430.93,Low
SRHHYPOLTD,468.22,470.0,466.43,Low
SRIRAM,9.9,9.9,9.9,High
SRIVASAVI,83.03,82.65,83.42,Low
SRPL,5.07,5.0,5.13,High
SSWL,152.65,152.7,152.6,High
STAR,367.48,367.3,367.67,Low
STARCEMENT,124.98,125.97,123.99,Low
STARHEALTH,587.93,588.67,587.19,Low
STARPAPER,174.65,174.93,174.38,Low
STARTECK,120.5,120.47,120.53,High
STCINDIA,73.95,73.97,73.93,High
STEELCAS,511.78,512.75,510.82,Low
STEELCITY,66.2,66.3,66.1,High
STEELXIND,16.4,16.42,16.38,High
STEL,145.93,145.97,145.89,High
STERTOOLS,350.97,351.12,350.81,Low
STLTECH,157.37,157.78,156.96,Low
STOVEKRAFT,466.57,463.35,469.78,Low
STYLAMIND,1592.18,1595.97,1588.39,Low
STYRENIX,852.18,847.75,856.62,Low
SUBEXLTD,27.35,27.4,27.3,High
SUBROS,320.57,320.75,320.38,Low
SUDARSCHEM,393.07,393.18,392.96,High
SUKHJITS,432.8,435.48,430.12,Low
SULA,415.57,417.25,413.88,Low
SUMICHEM,388.15,389.0,387.3,Low
SUMIT,35.68,35.65,35.72,High
SUMMITSEC,667.75,668.05,667.45,Low
SUNCLAYLTD,4100.53,4099.35,4101.72,Low
SUNDARAM,2.27,2.25,2.28,High
SUNDARMFIN,2450.32,2444.68,2455.96,Low
SUNDARMHLD,86.15,86.05,86.25,High
SUNDRMBRAK,341.35,340.93,341.77,Low
SUNDRMFAST,1075.15,1076.22,1074.07,Low
SUNFLAG,166.12,165.8,166.43,Low
SUNPHARMA,928.18,929.35,927.02,Low
SUNTECK,296.53,296.95,296.12,Low
SUNTV,427.5,428.3,426.7,Low
SUPERHOUSE,247.2,247.78,246.63,Low
SUPERSPIN,6.95,6.95,6.95,High
SUPRAJIT,395.28,395.0,395.57,Low
SUPREMEIND,2795.38,2793.68,2797.09,Low
SUPREMEINF,23.5,23.4,23.6,High
SUPRIYA,244.15,245.0,243.3,Low
SURANASOL,19.42,19.5,19.33,High
SURANAT&P,9.03,9.05,9.02,High
SURANI,239.9,238.8,241.0,Low
SURYALAXMI,62.82,63.08,62.56,Low
SURYAROSNI,808.45,808.95,807.95,Low
SURYODAY,130.57,129.75,131.38,Low
SUTLEJTEX,46.47,46.75,46.18,Low
SUULD,11.82,11.78,11.86,High
SUVEN,56.95,56.98,56.92,High
SUVENPHAR,474.15,474.05,474.25,High
SUVIDHAA,3.88,3.9,3.87,High
SUZLON,8.5,8.5,8.5,High
SVLL,179.17,178.8,179.53,Low
SVPGLOB,14.22,14.2,14.23,High
SWANENERGY,231.82,232.68,230.96,Low
SWARAJ,31.9,31.57,32.22,Low
SWARAJENG,1807.12,1807.18,1807.06,High
SWASTIK,79.1,79.03,79.18,High
SWELECTES,349.48,349.57,349.39,High
SWSOLAR,287.63,288.0,287.27,Low
SYMPHONY,878.83,881.55,876.12,Low
SYNCOMF,6.48,6.47,6.49,High
SYNGENE,699.2,698.3,700.1,Low
SYRMA,325.77,324.4,327.13,Low
SYSTANGO,180.42,182.1,178.73,Low
TAINWALCHM,109.72,109.58,109.86,Low
TAJGVK,239.77,241.12,238.41,Low
TAKE,17.57,17.62,17.51,High
TALBROAUTO,517.47,518.78,516.16,Low
TANLA,744.88,748.25,741.52,Low
TANTIACONS,9.93,9.9,9.97,High
TAPIFRUIT,240.47,240.25,240.68,Low
TARACHAND,89.27,88.45,90.08,Low
TARAPUR,5.67,5.68,5.66,High
TARC,53.2,53.25,53.15,High
TARMAT,79.62,79.85,79.38,Low
TARSONS,540.92,541.55,540.28,Low
TASTYBITE,10655.83,10602.2,10709.47,Low
TATACAPHSG,1017.45,1015.56,1019.33,Low
TATACAPHSG,1017.25,1018.5,1016.01,Low
TATACHEM,983.17,982.67,983.66,Low
TATACOFFEE,221.23,221.57,220.89,Low
TATACOMM,1229.77,1228.05,1231.48,Low
TATACONSUM,764.6,764.17,765.03,Low
TATAELXSI,6939.12,6895.0,6983.23,Low
TATAINVEST,2196.0,2192.0,2200.0,Low
TATAMETALI,750.33,750.42,750.24,High
TATAMOTORS,518.7,515.58,521.83,Low
TATAMTRDVR,270.87,269.23,272.51,Low
TATAPOWER,204.72,204.15,205.28,Low
TATASTEEL,104.8,104.88,104.72,High
TATASTLLP,632.85,634.15,631.55,Low
TATVA,1662.7,1664.0,1661.4,Low
TBZ,69.35,69.4,69.3,High
TCFSL,1055.97,1056.0,1055.94,High
TCFSL,1127.98,1127.45,1128.5,Low
TCFSL,1065.88,1065.88,1065.87,High
TCI,651.85,652.65,651.05,Low
TCIEXP,1477.67,1481.42,1473.91,Low
TCNSBRANDS,405.68,405.27,406.09,Low
TCPLPACK,1561.82,1554.5,1569.13,Low
TCS,3220.13,3218.78,3221.49,Low
TDPOWERSYS,193.65,192.75,194.55,Low
TEAMLEASE,2256.65,2253.4,2259.9,Low
TECH,28.93,28.91,28.96,High
TECHIN,8.87,8.85,8.88,High
TECHM,1066.63,1063.88,1069.39,Low
TECHNOE,384.67,383.82,385.51,Low
TECILCHEM,26.83,27.27,26.39,Low
TEGA,743.62,739.8,747.43,Low
TEJASNET,645.6,647.03,644.17,Low
TEMBO,222.3,222.62,221.97,Low
TERASOFT,37.98,37.8,38.17,Low
TEXINFRA,55.13,55.38,54.89,Low
TEXMOPIPES,61.78,61.85,61.72,High
TEXRAIL,53.72,53.55,53.88,Low
TFCILTD,71.12,71.1,71.13,High
TFL,9.08,9.07,9.09,High
TGBHOTELS,12.12,12.18,12.06,High
THANGAMAYL,1135.58,1136.08,1135.09,Low
THEINVEST,95.72,95.78,95.66,High
THEJO,1514.12,1510.9,1517.33,Low
THEMISMED,1577.05,1579.88,1574.22,Low
THERMAX,2258.18,2273.82,2242.54,Low
THOMASCOOK,66.53,67.32,65.74,Low
THYROCARE,464.93,464.0,465.87,Low
TI,152.6,153.38,151.82,Low
TIDEWATER,868.98,869.88,868.09,Low
TIIL,1546.92,1535.45,1558.38,Low
TIINDIA,2685.3,2677.5,2693.1,Low
TIJARIA,5.37,5.33,5.41,High
TIL,130.95,131.88,130.03,Low
TIMESCAN,163.2,163.2,163.2,High
TIMESGTY,54.53,54.83,54.24,Low
TIMETECHNO,82.08,82.18,81.99,High
TIMKEN,3216.18,3229.0,3203.37,Low
TINPLATE,312.9,313.0,312.8,High
TIPSFILMS,423.22,423.52,422.91,Low
TIPSINDLTD,166.18,166.55,165.82,Low
TIRUMALCHM,179.78,179.23,180.34,Low
TIRUPATIFL,9.53,9.6,9.47,High
TITAN,2701.55,2701.5,2701.6,High
TMB,413.35,414.4,412.3,Low
TNIDETF,54.76,54.7,54.81,High
TNPETRO,82.65,82.83,82.47,Low
TNPL,252.37,251.53,253.21,Low
TNTELE,6.47,6.5,6.43,High
TOKYOPLAST,91.55,91.5,91.6,High
TORNTPHARM,1655.83,1652.8,1658.87,Low
TORNTPOWER,529.33,530.42,528.24,Low
TOTAL,130.78,130.5,131.07,Low
TOUCHWOOD,164.58,164.82,164.34,Low
TPLPLASTEH,36.17,35.98,36.36,Low
TRACXN,66.93,66.85,67.02,High
TRANSWIND,5.75,5.75,5.75,High
TREEHOUSE,17.03,16.9,17.17,Low
TREJHARA,75.07,74.38,75.76,Low
TRENT,1487.75,1485.07,1490.43,Low
TRF,160.28,160.53,160.04,Low
TRIDENT,33.83,33.9,33.77,High
TRIGYN,107.45,107.12,107.78,Low
TRIL,68.33,68.38,68.29,High
TRITURBINE,381.77,383.93,379.61,Low
TRIVENI,268.85,269.15,268.55,Low
TTKHLTCARE,1236.78,1234.7,1238.87,Low
TTKPRESTIG,718.55,719.75,717.35,Low
TTL,74.03,74.05,74.02,High
TTML,61.48,61.72,61.24,Low
TV18BRDCST,30.87,30.95,30.78,High
TVSELECT,362.77,364.43,361.11,Low
TVSMOTOR,1235.35,1232.95,1237.75,Low
TVSSRICHAK,3004.78,3012.97,2996.59,Low
TVTODAY,183.98,184.0,183.97,High
TVVISION,2.15,2.15,2.15,High
TWL,329.3,329.4,329.2,High
UBL,1417.03,1417.97,1416.09,Low
UCALFUEL,123.65,123.35,123.95,Low
UCL,60.0,60.0,60.0,High
UCOBANK,26.65,26.7,26.6,High
UDAICEMENT,29.62,29.55,29.68,High
UFLEX,440.85,440.95,440.75,High
UFO,70.3,70.42,70.17,Low
UGARSUGAR,106.05,105.55,106.55,Low
UGROCAP,215.1,216.12,214.07,Low
UGROCAP,335.67,335.75,335.58,High
UGROCAP,998.48,999.5,997.47,Low
UGROCAP,1003.9,1003.89,1003.9,High
UJAAS,1.93,1.95,1.92,High
UJJIVAN,323.77,325.25,322.28,Low
UJJIVANSFB,32.75,32.8,32.7,High
ULTRACEMCO,7651.85,7637.12,7666.57,Low
UMA,30.18,29.92,30.44,Low
UMAEXPORTS,43.2,43.15,43.25,High
UMANGDAIRY,59.45,59.58,59.33,High
UMESLTD,3.72,3.72,3.71,High
UNICHEMLAB,373.6,373.75,373.45,Low
UNIDT,220.97,220.3,221.63,Low
UNIENTER,148.9,149.5,148.3,Low
UNIINFO,21.07,21.02,21.11,High
UNIONBANK,69.47,69.53,69.41,High
UNIPARTS,575.7,576.92,574.47,Low
UNITECH,1.37,1.38,1.36,High
UNITEDPOLY,103.95,103.3,104.6,Low
UNITEDTEA,270.48,272.5,268.47,Low
UNIVASTU,90.22,90.53,89.91,Low
UNIVCABLES,388.97,394.52,383.41,Low
UNIVPHOTO,403.7,404.07,403.32,Low
UNOMINDA,544.92,550.85,538.98,Low
UPL,667.02,666.52,667.51,Low
URAVI,155.12,155.18,155.06,High
URJA,7.65,7.65,7.65,High
USASEEDS,502.53,504.3,500.77,Low
USHAMART,234.92,235.28,234.56,Low
USK,30.65,30.77,30.52,Low
UTIAMC,651.93,651.02,652.84,Low
UTIBANKETF,44.39,44.35,44.42,High
UTINEXT50,42.75,42.7,42.8,High
UTINIFTETF,1949.54,1950.84,1948.24,Low
UTISENSETF,658.88,659.28,658.49,Low
UTISXN50,50.92,50.55,51.29,Low
UTTAMSUGAR,260.22,260.82,259.61,Low
V2RETAIL,77.32,77.43,77.21,High
VADILALIND,2425.27,2426.48,2424.06,Low
VAIBHAVGBL,298.25,299.25,297.25,Low
VAISHALI,134.0,134.55,133.45,Low
VAKRANGEE,17.03,17.0,17.07,High
VALIANTORG,482.6,481.38,483.82,Low
VARDHACRLC,48.67,48.75,48.58,High
VARDMNPOLY,41.05,41.05,41.05,High
VARROC,297.28,297.6,296.97,Low
VASA,7.67,7.72,7.61,High
VASCONEQ,37.0,36.97,37.02,High
VASWANI,20.38,20.38,20.39,High
VBL,1591.52,1593.5,1589.53,Low
VCL,2.47,2.47,2.46,High
VEDL,280.48,279.75,281.22,Low
VEEKAYEM,47.22,47.2,47.23,High
VENKEYS,1601.97,1602.85,1601.08,Low
VENUSPIPES,923.47,927.5,919.43,Low
VENUSREM,200.45,200.52,200.37,High
VERANDA,199.43,199.43,199.44,High
VERTOZ,243.6,243.9,243.3,Low
VESUVIUS,2284.25,2288.5,2280.0,Low
VETO,108.38,109.03,107.74,Low
VGUARD,251.57,251.68,251.46,High
VHL,2650.45,2657.0,2643.9,Low
VICEROY,2.17,2.15,2.18,High
VIDHIING,360.75,361.7,359.8,Low
VIJAYA,375.33,375.75,374.92,Low
VIJIFIN,2.05,2.05,2.05,High
VIKASECO,2.98,3.0,2.97,High
VIKASLIFE,3.05,3.05,3.05,High
VIMTALABS,373.83,373.23,374.44,Low
VINATIORGA,1910.58,1920.2,1900.97,Low
VINDHYATEL,2057.05,2095.7,2018.4,Low
VINEETLAB,47.33,47.42,47.24,High
VINNY,7.02,7.03,7.01,High
VINYLINDIA,439.43,442.1,436.77,Low
VIPCLOTHNG,46.75,46.73,46.77,High
VIPIND,630.57,631.53,629.61,Low
VIPULLTD,16.5,16.5,16.5,High
VIRINCHI,34.18,34.23,34.14,High
VISAKAIND,83.57,84.15,82.98,Low
VISASTEEL,11.0,11.05,10.95,High
VISESHINFO,0.43,0.43,0.44,High
VISHAL,19.0,18.9,19.1,High
VISHNU,302.93,303.45,302.42,Low
VISHWARAJ,17.35,17.0,17.7,Low
VITAL,120.02,121.35,118.68,Low
VIVIANA,169.32,168.57,170.06,Low
VIVIDHA,0.87,0.88,0.86,High
VIVO,118.95,117.38,120.53,Low
VLSFINANCE,165.3,166.43,164.18,Low
VMARCIND,43.95,43.77,44.12,Low
VMART,2033.52,2029.47,2037.56,Low
VOLTAMP,3253.03,3249.62,3256.44,Low
VOLTAS,794.7,793.42,795.97,Low
VRLLOG,654.12,652.27,655.96,Low
VSSL,407.42,408.8,406.03,Low
VSTIND,3262.07,3261.5,3262.63,Low
VSTTILLERS,2714.97,2723.5,2706.43,Low
VTL,328.68,328.73,328.64,High
WABAG,420.85,421.38,420.32,Low
WALCHANNAG,77.65,77.9,77.4,Low
WALPAR,77.33,76.62,78.04,Low
WANBURY,48.37,48.48,48.26,High
WATERBASE,68.22,68.2,68.23,High
WEALTH,298.07,299.15,296.98,Low
WEBELSOLAR,89.38,89.72,89.04,Low
WEIZMANIND,102.3,102.6,102.0,Low
WEL,228.77,229.2,228.33,Low
WELCORP,235.95,234.88,237.03,Low
WELENT,150.45,150.38,150.53,High
WELINV,309.53,310.0,309.07,Low
WELSPUNIND,92.35,92.47,92.22,Low
WENDT,9135.77,9140.0,9131.53,Low
WESTLIFE,742.18,743.92,740.44,Low
WEWIN,41.5,41.8,41.2,Low
WHEELS,554.45,552.5,556.4,Low
WHIRLPOOL,1361.35,1358.18,1364.53,Low
WILLAMAGOR,19.6,19.6,19.6,High
WINDLAS,274.03,274.15,273.92,High
WINDMACHIN,47.43,47.33,47.54,High
WIPL,99.18,99.28,99.09,High
WIPRO,385.97,385.85,386.08,High
WOCKPHARMA,170.75,171.28,170.22,Low
WONDERLA,476.02,474.73,477.31,Low
WORTH,105.42,105.55,105.28,Low
WSI,89.05,89.05,89.05,High
WSTCSTPAPR,558.55,556.92,560.17,Low
XCHANGING,60.73,60.9,60.57,Low
XELPMOC,104.57,104.85,104.28,Low
XPROINDIA,727.37,724.97,729.76,Low
YAARI,11.73,11.85,11.62,High
YESBANK,15.67,15.68,15.66,High
YUKEN,594.6,597.47,591.72,Low
ZEEL,186.33,186.62,186.04,Low
ZEELEARN,3.4,3.4,3.4,High
ZEEMEDIA,8.38,8.35,8.42,High
ZENITHEXPO,84.98,84.3,85.67,Low
ZENITHSTL,4.02,4.03,4.01,High
ZENSARTECH,353.47,353.27,353.66,Low
ZENTEC,334.65,333.75,335.55,Low
ZFCVINDIA,10459.22,10442.17,10476.26,Low
ZIMLAB,100.88,100.1,101.67,Low
ZODIAC,109.88,110.35,109.42,Low
ZODIACLOTH,96.72,96.83,96.61,High
ZOMATO,64.23,64.1,64.37,Low
ZOTA,279.18,279.7,278.67,Low
ZUARI,132.37,132.5,132.23,Low
ZUARIIND,125.65,125.97,125.32,Low
ZYDUSLIFE,500.3,503.1,497.5,Low
ZYDUSWELL,1466.65,1467.75,1465.55,Low
